This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
195405     71.63    148.00    294.68     75.52     56.40
195406     73.36    152.34    295.55     76.42     58.51
195407     74.98    152.64    313.74     76.60     58.30
195408     80.25    159.69    319.94     82.83     62.18
195409     77.71    155.18    309.77     80.32     60.44
195410     84.05    165.67    322.83     82.31     63.17
195411     82.55    162.61    318.38     80.83     63.32
195412     86.46    178.07    345.94     90.31     69.82
195501     90.45    188.27    351.03     95.54     75.94
195502     91.56    189.03    360.52     92.64     76.50
195503     91.23    195.28    376.77     94.88     78.98
195504     90.42    194.84    370.11    104.82     79.81
195505     94.09    200.17    391.15    104.68     82.95
195506     93.59    201.74    393.27    107.56     83.86
195507    102.91    223.80    418.95    107.80     91.37
195508    112.48    225.76    416.58    107.80     90.23
195509    109.66    228.37    411.42    107.50     90.12
195510    114.60    226.12    400.84    103.79     87.58
195511    110.88    220.84    386.88    104.48     85.01
195512    117.76    235.98    411.22    110.15     90.92
195601    115.89    242.15    420.81    116.68     89.83
195602    110.79    235.72    411.62    108.89     87.21
195603    113.92    244.58    424.92    117.33     89.42
195604    116.55    264.83    448.72    125.55     94.20
195605    114.04    268.57    445.73    128.81     94.54
195606    108.45    252.51    429.09    126.68     89.65
195607    124.50    260.40    439.19    133.54     88.29
195608    129.58    275.84    457.28    137.48     90.58
195609    127.69    264.52    444.55    132.68     87.40
195610    124.47    249.91    418.88    127.49     83.21
195611    124.35    251.50    423.63    128.04     83.93
195612    120.23    252.71    427.25    125.30     83.38
195701    120.68    264.50    438.88    132.22     84.49
195702    117.76    253.34    430.66    129.09     83.80
195703    114.99    246.21    429.43    128.07     81.19
195704    116.43    251.47    439.64    138.24     82.66
195705    121.87    263.17    460.58    145.54     85.14
195706    122.78    275.11    476.91    151.75     85.75
195707    120.82    268.04    448.71    177.96     83.40
195708    124.21    269.66    457.56    183.05     84.17
195709    120.04    253.74    437.68    177.97     79.36
195710    115.64    236.71    420.03    171.12     73.82
195711    111.31    225.62    417.93    170.05     68.58
195712    108.47    231.88    435.06    181.84     68.29
195801    103.57    222.35    425.57    180.15     64.79
195802    110.62    231.61    443.10    179.96     71.74
195803    110.63    225.82    439.55    187.92     70.48
195804    114.19    233.37    444.55    201.70     71.90
195805    118.74    240.80    449.57    216.56     75.03
195806    122.62    244.87    457.03    218.05     77.45
195807    128.61    253.12    452.30    201.93     78.84
195808    135.07    264.82    463.48    213.71     82.18
195809    136.86    268.45    473.17    217.23     84.47
195810    146.02    278.89    496.57    242.32     89.00
195811    148.66    285.98    512.10    244.64     92.04
195812    153.31    292.51    528.57    262.86     95.92
195901    158.41    304.09    594.76    274.02     98.39
195902    162.24    306.14    597.15    272.23    100.21
195903    163.28    305.08    631.94    281.83    102.41
195904    161.94    307.38    635.38    293.51    102.44
195905    170.85    314.78    678.30    328.14    104.43
195906    176.36    318.91    693.24    323.78    105.29
195907    179.88    319.83    650.76    349.56    103.34
195908    189.13    332.40    654.33    365.91    103.95
195909    190.92    325.32    645.77    352.18    101.18
195910    184.52    307.35    631.49    334.19     96.73
195911    185.88    311.20    653.09    341.83     96.73
195912    186.37    313.14    692.23    359.61     95.26
196001    192.85    320.93    723.45    352.65     96.78
196002    178.03    297.79    683.70    330.14     92.92
196003    179.18    295.94    728.15    330.13     92.51
196004    174.66    290.25    731.57    334.68     90.46
196005    173.74    282.87    740.26    340.17     89.34
196006    177.50    285.80    790.48    386.08     89.12
196007    180.75    292.34    737.84    374.23     94.16
196008    178.66    284.85    719.72    359.49     92.62
196009    184.11    291.71    744.99    367.43     94.84
196010    175.64    276.50    685.72    334.90     89.59
196011    176.34    276.08    673.56    322.93     89.11
196012    184.15    285.83    711.17    334.56     94.53
196101    189.11    299.77    758.91    369.20     98.02
196102    201.90    320.40    798.23    391.36    106.10
196103    211.80    330.94    811.76    410.75    111.58
196104    222.19    336.16    848.40    425.83    115.14
196105    220.19    338.76    853.73    424.25    115.62
196106    226.51    347.04    861.29    432.93    120.58
196107    221.15    330.03    791.55    405.21    114.75
196108    230.81    338.53    822.83    418.83    117.35
196109    238.56    344.09    839.95    433.93    123.13
196110    243.32    331.79    828.94    427.72    120.63
196111    252.00    340.00    853.74    442.38    123.66
196112    267.51    350.48    905.83    455.39    128.53
196201    265.66    350.75    915.17    445.66    125.73
196202    252.99    342.50    864.89    424.55    123.85
196203    251.69    350.24    878.17    439.63    125.42
196204    249.82    351.28    865.52    441.48    123.39
196205    236.94    331.80    795.70    392.57    114.47
196206    215.89    304.60    727.19    348.76    104.91
196207    195.75    274.79    609.03    312.27     98.03
196208    207.72    290.10    665.07    336.20    103.48
196209    212.56    295.84    678.43    308.57    106.93
196210    202.26    283.83    626.61    295.50    100.52
196211    201.49    284.64    634.96    302.37    100.97
196212    219.00    314.91    699.91    354.04    115.39
196301    222.40    319.67    701.77    356.46    117.15
196302    234.50    334.84    735.99    376.25    123.13
196303    228.31    326.68    710.16    365.46    122.12
196304    238.08    339.10    725.47    369.28    126.09
196305    250.05    354.96    769.78    396.90    134.06
196306    259.86    357.47    787.66    394.83    138.36
196307    154.44    235.24    398.16    317.96     78.71
196308    153.75    235.64    396.51    319.46     78.12
196309    162.93    247.31    412.85    348.90     82.09
196310    162.29    242.57    420.11    334.34     79.82
196311    171.54    244.58    442.31    345.32     80.90
196312    165.60    243.70    450.94    338.18     80.97
196401    167.26    251.73    455.31    342.80     82.95
196402    169.27    259.39    469.75    355.28     83.89
196403    172.38    263.64    470.48    360.00     88.33
196404    175.67    269.19    476.62    352.54     90.43
196405    178.85    271.67    474.86    347.21     90.82
196406    181.48    275.88    476.75    347.94     92.65
196407    173.81    269.42    453.25    359.11     92.29
196408    179.23    276.65    444.55    375.93     93.20
196409    180.16    273.59    433.55    358.79     90.22
196410    186.59    283.66    432.31    368.13     93.50
196411    187.77    287.58    428.25    378.44     95.28
196412    187.38    289.38    425.23    384.99     93.21
196501    189.00    289.42    434.81    401.04     91.57
196502    198.03    299.89    448.53    431.46     95.88
196503    198.32    299.95    460.66    440.56     98.75
196504    199.12    295.57    454.68    435.99     98.21
196505    211.57    302.86    470.61    448.57    101.14
196506    206.53    301.35    476.77    441.63     99.31
196507    185.70    276.75    432.66    416.07     93.05
196508    188.12    281.76    440.58    432.12     96.34
196509    194.59    288.43    455.39    457.86    101.13
196510    202.30    298.91    468.15    467.73    103.03
196511    210.12    307.88    473.16    482.40    106.00
196512    206.41    308.93    468.64    498.39    109.67
196601    209.51    313.83    465.00    528.98    113.93
196602    209.55    319.07    464.87    542.81    120.44
196603    206.29    310.99    475.18    532.84    122.56
196604    201.17    306.34    460.92    523.73    118.78
196605    204.29    314.87    484.32    523.19    122.53
196606    191.76    299.93    459.57    494.03    112.75
196607    179.23    287.32    437.84    496.67    113.63
196608    175.48    285.26    433.66    487.79    112.17
196609    162.03    261.46    408.28    446.51     98.77
196610    159.71    262.33    402.53    441.12     96.92
196611    162.42    277.96    420.90    462.24    100.26
196612    160.64    278.45    437.71    491.44    108.46
196701    157.36    280.84    444.15    490.50    111.05
196702    174.96    301.30    481.06    521.38    124.40
196703    176.13    301.32    504.34    526.81    123.66
196704    183.14    314.18    529.94    567.68    129.21
196705    199.54    323.74    556.54    592.66    131.73
196706    188.70    311.86    526.50    559.30    129.37
196707    187.90    308.04    527.05    585.80    135.37
196708    203.40    324.67    524.65    607.64    146.56
196709    202.32    322.91    518.66    609.58    145.38
196710    210.65    331.76    554.69    626.82    145.35
196711    205.15    320.05    567.26    595.03    137.97
196712    204.54    323.29    573.01    615.73    136.57
196801    209.55    340.19    586.46    633.81    143.91
196802    205.26    327.77    560.82    591.74    140.00
196803    200.83    315.79    537.15    564.69    134.81
196804    203.41    314.71    548.25    564.65    135.34
196805    228.17    340.14    596.02    631.40    151.57
196806    234.50    349.68    610.04    650.42    161.29
196807    228.93    349.58    553.05    624.95    168.68
196808    220.24    347.16    531.96    599.06    162.52
196809    223.91    353.27    535.91    600.71    162.14
196810    239.27    366.95    553.50    605.68    176.78
196811    245.61    372.31    543.59    605.03    178.85
196812    251.00    396.69    582.07    651.93    192.65
196901    244.63    385.13    547.54    644.27    186.28
196902    241.27    386.00    535.70    642.37    187.68
196903    229.61    362.44    516.68    607.37    172.63
196904    238.84    374.10    537.17    626.99    174.12
196905    243.39    377.14    566.71    657.60    175.07
196906    244.06    377.30    560.17    666.52    173.27
196907    216.12    340.44    507.83    598.53    179.17
196908    199.86    318.43    485.53    581.72    162.89
196909    209.66    329.74    507.90    633.26    176.76
196910    208.75    313.71    503.48    646.52    175.08
196911    221.47    328.52    530.70    704.04    189.18
196912    213.37    313.78    527.93    704.46    178.17
197001    207.56    308.53    515.10    733.90    171.07
197002    194.62    283.78    479.04    681.33    155.83
197003    204.01    297.90    498.51    717.10    170.18
197004    205.72    298.33    497.74    679.99    167.43
197005    185.56    272.67    436.07    610.96    144.29
197006    171.58    258.67    401.98    561.58    132.21
197007    156.37    243.07    358.30    527.78    121.85
197008    170.46    262.16    378.77    538.78    131.89
197009    178.33    273.98    403.45    546.64    138.40
197010    187.18    282.44    426.59    589.82    148.53
197011    185.44    279.41    412.33    594.20    139.83
197012    196.24    294.00    431.98    609.94    144.94
197101    209.56    311.63    454.34    643.78    156.80
197102    221.33    323.31    486.23    675.24    169.19
197103    227.92    327.10    484.36    681.89    173.53
197104    239.05    338.84    514.64    706.35    183.36
197105    251.95    349.99    530.70    735.84    192.21
197106    243.37    337.71    501.67    718.20    179.90
197107    236.28    338.54    481.20    729.59    170.75
197108    227.50    325.90    447.73    713.60    164.28
197109    241.89    332.63    464.86    733.75    175.27
197110    241.93    329.24    460.04    738.18    174.15
197111    231.51    315.36    443.84    719.51    166.63
197112    230.60    311.96    448.66    722.57    165.44
197201    251.09    342.37    495.15    778.20    178.63
197202    256.09    347.96    524.70    797.99    184.81
197203    264.83    357.06    531.45    852.88    189.22
197204    270.58    356.43    536.68    856.42    194.30
197205    270.93    358.46    537.67    865.66    197.93
197206    270.75    364.63    553.08    895.43    197.44
197207    252.76    354.83    532.73    794.18    188.02
197208    248.46    354.46    537.43    818.40    183.09
197209    250.64    372.61    553.47    825.26    189.19
197210    247.64    369.90    555.28    821.35    185.84
197211    246.14    379.09    551.29    833.34    188.26
197212    262.39    397.65    569.95    826.98    197.46
197301    267.37    399.78    582.33    857.46    195.87
197302    253.97    394.92    587.61    847.03    181.39
197303    239.14    379.23    563.79    839.13    170.61
197304    231.96    380.14    561.75    845.32    170.02
197305    217.99    370.16    542.06    798.40    157.20
197306    211.07    362.06    530.29    805.34    149.02
197307    124.66    249.89    258.43    432.89     74.45
197308    136.10    258.57    268.22    462.47     81.97
197309    130.91    251.91    258.11    435.57     80.34
197310    140.69    268.40    261.81    439.00     86.41
197311    137.05    273.52    267.62    446.85     86.63
197312    115.04    241.49    240.07    420.45     75.69
197401    112.92    251.26    237.51    407.28     77.78
197402    118.67    246.67    242.73    396.83     78.70
197403    118.22    244.25    247.27    390.84     79.72
197404    116.49    239.45    239.98    398.35     76.84
197405    113.43    228.30    231.28    398.41     72.18
197406    113.21    217.94    223.34    396.62     66.32
197407    112.51    216.36    220.20    382.62     64.29
197408     99.97    207.32    204.92    331.13     60.22
197409     90.15    186.22    198.24    302.76     53.83
197410     79.40    168.44    175.99    255.61     48.68
197411     87.70    197.46    200.08    330.85     58.66
197412     83.21    188.06    191.06    325.54     57.15
197501     81.55    183.99    186.69    321.56     54.66
197502     99.16    206.33    212.80    321.85     64.39
197503    103.41    215.75    232.84    372.03     66.15
197504    111.72    219.86    232.95    376.44     68.86
197505    115.12    234.96    240.38    378.95     71.08
197506    120.12    248.84    253.02    411.87     75.15
197507    129.37    259.11    258.63    380.12     79.23
197508    123.02    245.91    240.42    334.18     74.38
197509    119.80    242.29    231.08    323.54     70.41
197510    116.29    233.38    228.28    306.65     65.95
197511    128.11    241.03    246.60    339.07     68.49
197512    133.27    243.86    257.30    360.38     70.91
197601    131.18    243.25    255.27    337.19     70.60
197602    146.72    274.84    293.48    363.31     79.64
197603    150.51    272.20    297.89    338.14     82.04
197604    154.64    279.43    306.63    362.58     83.61
197605    152.37    280.46    302.51    346.82     82.44
197606    146.54    281.60    298.51    335.60     80.83
197607    145.67    285.20    309.72    335.78     82.93
197608    145.77    283.89    306.63    334.35     82.99
197609    145.73    280.78    309.88    339.84     82.01
197610    148.77    290.01    316.82    352.07     82.64
197611    146.89    282.16    310.74    340.93     82.18
197612    148.37    283.23    317.01    314.19     82.49
197701    157.39    300.80    331.07    335.97     89.35
197702    149.76    291.69    324.72    308.23     85.65
197703    146.30    285.03    321.70    308.42     83.98
197704    142.59    283.17    320.52    304.74     83.68
197705    143.14    288.90    315.27    292.90     85.44
197706    140.86    284.61    311.36    287.51     84.28
197707    146.27    294.40    308.72    286.41     85.90
197708    146.62    288.55    309.41    281.92     85.77
197709    147.79    278.07    305.96    290.70     84.79
197710    148.88    279.28    307.66    289.74     84.08
197711    143.39    268.44    296.83    286.49     80.24
197712    148.32    278.70    307.89    306.21     85.10
197801    147.99    282.17    318.00    311.09     85.76
197802    139.12    265.16    304.37    305.00     81.38
197803    138.71    259.55    300.37    293.91     81.03
197804    144.90    267.23    303.86    307.75     85.16
197805    158.47    289.04    332.46    338.27     93.23
197806    161.27    297.44    333.37    361.45     95.53
197807    157.17    289.49    322.11    355.70     91.78
197808    164.34    305.81    342.10    386.70     97.86
197809    171.15    315.06    357.71    392.74    104.15
197810    169.93    316.41    350.06    381.78    102.90
197811    149.38    283.26    321.38    332.29     88.02
197812    151.14    293.25    334.68    349.49     90.22
197901    151.90    298.26    348.04    360.98     91.27
197902    158.89    313.92    362.86    368.18     96.52
197903    151.88    304.33    352.44    352.19     93.22
197904    160.20    325.64    371.94    371.25    100.70
197905    161.78    327.93    371.22    375.11    102.17
197906    158.87    321.21    364.55    368.60    101.85
197907    161.91    332.26    337.97    354.47    105.90
197908    165.36    339.65    335.18    357.30    109.39
197909    176.54    360.00    347.06    391.18    115.38
197910    174.32    365.45    340.37    388.95    114.36
197911    159.84    343.44    320.07    371.43    102.78
197912    163.20    365.64    338.44    404.93    109.85
198001    169.01    375.77    341.36    412.78    114.18
198002    176.71    409.26    356.32    410.11    119.67
198003    166.60    422.33    343.01    388.47    115.86
198004    152.12    364.66    311.60    384.03    101.27
198005    156.99    387.05    322.90    405.53    107.37
198006    167.84    404.60    338.60    431.22    115.95
198007    168.84    403.06    316.39    379.47    114.99
198008    184.69    423.13    351.26    414.81    123.30
198009    186.85    430.86    365.90    419.27    126.51
198010    188.38    448.27    368.69    433.97    130.77
198011    186.54    466.34    371.58    430.65    131.54
198012    191.91    539.62    384.25    466.51    141.47
198101    192.50    503.96    384.09    490.48    140.33
198102    193.87    473.89    368.33    486.09    136.50
198103    200.38    479.23    370.35    488.47    138.44
198104    217.91    486.64    384.80    523.92    148.48
198105    222.03    467.37    392.24    543.09    149.48
198106    228.83    457.27    410.15    559.30    152.38
198107    215.21    422.07    323.27    442.80    142.58
198108    210.52    434.07    314.65    425.04    137.50
198109    198.05    405.82    296.11    391.97    128.01
198110    192.75    362.88    292.04    389.03    120.79
198111    201.37    385.52    309.33    419.32    129.54
198112    206.43    404.86    312.93    437.62    135.98
198201    203.17    388.92    312.43    433.74    130.45
198202    203.14    369.99    319.46    439.51    126.36
198203    199.25    336.35    300.59    424.57    121.12
198204    206.32    330.00    297.27    415.58    117.23
198205    219.85    341.94    304.75    445.74    121.99
198206    213.56    335.05    289.73    433.90    113.14
198207    211.57    305.96    254.74    375.34    109.62
198208    211.32    291.70    259.06    379.97    106.52
198209    235.04    325.28    288.74    428.83    119.07
198210    242.60    327.91    293.55    436.85    124.45
198211    278.39    355.67    335.72    475.48    144.54
198212    299.17    355.62    365.43    503.06    155.10
198301    301.50    368.71    371.82    508.05    152.89
198302    306.75    384.07    407.75    520.24    157.45
198303    322.97    388.60    415.73    541.68    164.63
198304    340.34    401.67    419.00    573.28    172.59
198305    370.02    429.91    452.89    602.26    187.69
198306    367.63    437.40    462.11    586.39    192.99
198307    363.47    436.04    424.67    538.39    193.52
198308    353.18    431.53    403.59    512.91    187.08
198309    345.99    443.08    403.31    504.89    185.89
198310    358.30    445.09    411.88    511.04    189.14
198311    357.15    439.80    386.25    499.53    182.09
198312    370.58    448.82    396.40    484.14    187.68
198401    367.07    448.58    394.94    469.79    186.10
198402    355.94    450.19    382.23    470.96    183.54
198403    335.84    438.64    361.34    459.32    174.79
198404    340.44    446.07    359.55    455.44    179.34
198405    344.93    452.23    360.95    471.77    176.29
198406    331.10    420.14    344.23    438.43    165.19
198407    304.66    399.74    303.44    318.75    170.59
198408    305.56    386.87    302.83    306.97    166.40
198409    336.53    433.68    338.82    338.92    185.71
198410    338.82    433.03    334.42    327.31    190.57
198411    341.84    431.22    328.54    333.34    192.78
198412    334.93    429.33    321.91    334.57    192.52
198501    342.83    436.85    333.73    347.47    200.63
198502    375.51    466.38    368.06    376.25    220.88
198503    383.11    475.83    371.20    392.06    225.71
198504    386.25    478.36    364.85    405.10    225.82
198505    383.75    482.45    357.52    397.65    230.73
198506    416.01    489.47    379.80    439.11    246.07
198507    382.19    466.92    283.33    381.39    248.57
198508    377.08    470.79    290.51    380.44    249.98
198509    365.21    470.47    284.64    378.10    249.94
198510    357.76    456.57    273.49    354.93    237.45
198511    370.35    480.85    284.58    352.01    254.10
198512    405.96    498.99    308.82    389.90    273.46
198601    429.62    513.85    330.53    408.38    287.92
198602    440.13    512.59    327.39    415.83    298.72
198603    484.29    549.25    348.62    443.84    324.13
198604    529.08    572.52    352.99    503.04    340.21
198605    526.93    567.39    366.22    513.33    334.00
198606    569.26    598.49    370.69    553.64    351.01
198607    487.88    551.87    341.52    482.62    352.49
198608    450.21    535.69    319.40    459.08    331.10
198609    468.49    584.98    339.24    478.90    355.18
198610    425.88    550.08    314.90    423.34    324.55
198611    460.04    580.94    324.07    464.24    339.89
198612    471.04    600.95    339.68    469.95    340.44
198701    455.27    590.27    328.28    471.50    332.86
198702    522.04    667.37    370.95    530.00    369.87
198703    557.53    675.79    396.70    595.20    388.08
198704    573.68    705.58    405.76    595.48    385.91
198705    567.04    694.72    417.55    580.56    370.75
198706    573.25    686.10    422.72    587.71    371.33
198707    553.65    671.54    406.29    496.33    312.60
198708    589.44    702.99    418.97    525.71    322.80
198709    612.95    724.09    449.52    537.33    336.31
198710    590.67    719.29    446.29    520.61    332.65
198711    447.23    570.35    351.87    419.73    254.73
198712    411.31    535.39    320.30    382.81    237.88
198801    445.88    573.31    349.71    407.56    250.79
198802    467.09    603.69    360.16    435.37    268.71
198803    504.12    627.84    379.68    447.31    278.09
198804    499.22    624.05    364.92    436.73    274.97
198805    515.71    638.35    374.88    430.02    274.78
198806    511.45    643.02    376.41    428.61    277.94
198807    444.43    678.63    433.29    413.50    247.20
198808    443.77    678.11    423.56    422.18    247.58
198809    435.55    658.40    400.24    420.72    246.67
198810    465.85    669.81    420.93    438.75    257.19
198811    489.29    685.92    428.54    448.47    257.35
198812    472.08    678.18    426.07    440.43    250.45
198901    479.96    694.06    442.97    450.07    252.35
198902    512.68    737.30    482.99    482.45    270.92
198903    505.69    722.05    475.53    468.60    270.78
198904    524.25    734.47    475.46    494.53    280.92
198905    529.24    771.02    513.47    524.08    294.72
198906    556.88    800.28    539.22    548.60    308.46
198907    514.56    758.20    491.26    472.12    298.09
198908    568.52    808.69    522.19    539.57    324.81
198909    579.18    833.16    533.26    542.80    339.17
198910    570.98    828.39    539.19    526.83    344.87
198911    554.10    812.02    527.06    530.74    328.40
198912    561.27    837.42    529.81    555.33    330.35
199001    560.91    872.75    546.62    565.87    325.49
199002    522.97    825.85    501.51    526.35    297.52
199003    531.04    842.73    511.87    515.37    306.43
199004    559.75    857.99    537.70    536.83    306.83
199005    553.81    830.83    525.28    540.14    298.57
199006    613.31    885.14    590.30    614.62    328.08
199007    579.76    846.54    550.57    606.03    303.81
199008    569.31    868.63    518.51    620.74    295.15
199009    513.07    797.36    460.48    578.80    260.74
199010    483.31    765.02    451.15    558.50    235.34
199011    484.09    762.15    453.84    571.92    220.79
199012    519.82    798.02    486.96    626.18    244.87
199101    539.78    814.24    501.46    646.39    257.55
199102    579.65    834.88    537.75    683.07    277.61
199103    635.95    887.68    561.00    754.31    305.56
199104    678.99    908.51    572.63    800.11    316.82
199105    684.89    918.76    568.54    793.56    323.29
199106    732.72    946.14    576.31    832.64    340.42
199107    684.41    858.32    537.19    723.59    308.76
199108    722.41    892.37    558.29    790.88    324.84
199109    752.70    907.93    563.66    813.25    336.12
199110    731.57    902.38    565.00    814.13    335.20
199111    728.16    917.38    579.99    867.60    344.52
199112    718.83    876.12    556.76    848.10    328.55
199201    817.23    944.28    611.69    989.15    368.45
199202    818.46    937.41    626.96    944.04    377.56
199203    845.49    942.28    639.17    919.26    391.98
199204    840.39    932.25    619.71    872.99    383.43
199205    846.68    977.54    641.28    861.48    388.15
199206    859.25    992.70    634.28    876.87    396.45
199207    761.62    939.00    599.76    696.59    391.43
199208    799.29    987.10    630.72    738.87    406.33
199209    795.10    972.12    613.52    716.13    394.31
199210    816.79    984.96    631.84    689.98    410.63
199211    832.03    981.23    638.68    712.62    424.09
199212    878.63    993.55    674.68    746.74    452.47
199301    885.34   1013.05    697.20    736.54    472.45
199302    894.30   1025.34    718.64    689.49    490.35
199303    882.41   1060.68    739.04    628.42    495.19
199304    899.15   1086.01    760.34    636.67    515.71
199305    832.83   1090.49    736.33    649.54    500.66
199306    867.67   1110.95    785.29    672.38    510.95
199307    779.52   1067.83    745.83    579.76    523.30
199308    777.38   1078.03    740.01    548.71    535.91
199309    805.67   1114.73    786.26    566.73    553.10
199310    798.53   1104.60    790.54    573.29    563.88
199311    840.83   1117.26    807.16    609.05    551.69
199312    846.15   1092.79    787.15    616.08    539.94
199401    853.23   1118.29    797.47    631.66    555.84
199402    865.09   1158.87    828.29    635.35    583.18
199403    861.14   1131.92    814.93    600.28    561.29
199404    820.07   1086.20    787.54    561.75    539.24
199405    826.03   1105.80    789.38    579.99    548.59
199406    813.08   1106.21    806.35    611.30    567.74
199407    704.40    979.92    712.20    547.05    501.47
199408    717.06   1027.01    741.20    553.23    517.12
199409    752.92   1053.43    775.59    612.41    533.33
199410    739.32   1032.48    770.97    628.87    512.12
199411    750.76   1050.98    804.78    636.86    514.46
199412    728.35   1007.71    783.25    642.76    489.63
199501    730.23   1028.77    801.33    649.28    498.94
199502    732.06   1043.46    814.87    691.12    524.52
199503    757.66   1086.45    857.88    708.43    551.46
199504    783.80   1118.98    882.38    725.79    565.43
199505    790.52   1154.09    930.20    755.91    577.24
199506    826.64   1201.25    960.17    767.05    606.26
199507    814.88   1151.65    959.42    745.38    569.09
199508    839.80   1180.40   1030.86    792.40    597.35
199509    835.59   1177.15   1050.30    803.40    618.28
199510    872.56   1212.83   1079.92    868.90    647.54
199511    852.17   1200.86   1087.15    874.97    635.84
199512    899.29   1253.32   1100.80    920.94    672.79
199601    910.87   1296.30   1092.35    977.49    680.64
199602    931.00   1333.94   1103.94   1036.07    706.68
199603    961.55   1336.81   1137.99   1029.05    725.90
199604    984.14   1381.09   1102.27   1035.78    729.95
199605   1010.64   1406.74   1187.20   1034.64    732.20
199606   1068.58   1429.69   1218.78   1078.18    746.79
199607   1009.46   1375.05   1048.63    962.54    724.17
199608    958.69   1320.43    969.54    908.82    694.89
199609    988.45   1356.38    996.29    950.30    721.63
199610   1027.49   1426.65   1070.90   1020.49    761.52
199611   1028.36   1472.36   1063.70   1014.79    794.60
199612   1073.98   1543.57   1175.10   1091.84    858.11
199701   1061.52   1549.90   1157.66   1066.45    842.53
199702   1100.46   1608.26   1247.97   1172.69    895.92
199703   1140.59   1599.04   1198.70   1189.68    926.00
199704   1101.73   1573.59   1118.84   1105.12    875.54
199705   1143.55   1624.79   1194.11   1176.30    923.60
199706   1221.86   1737.25   1306.09   1261.41    972.77
199707   1176.90   1744.62   1230.85   1265.14    952.65
199708   1253.34   1860.72   1369.49   1297.00   1042.52
199709   1217.82   1795.71   1348.48   1229.77    995.67
199710   1291.95   1884.61   1419.67   1318.71   1078.31
199711   1262.55   1814.61   1354.55   1311.03   1051.55
199712   1336.30   1876.16   1424.76   1356.12   1088.98
199801   1378.10   1898.81   1413.39   1412.20   1147.14
199802   1378.31   1872.81   1498.36   1498.50   1127.12
199803   1509.43   1996.45   1629.72   1598.19   1233.61
199804   1611.86   2107.16   1706.22   1661.75   1303.52
199805   1600.64   2140.40   1765.42   1707.10   1336.74
199806   1652.71   2096.18   1669.68   1680.18   1306.77
199807   1616.77   2050.75   1712.12   1662.74   1301.91
199808   1575.33   1934.38   1750.22   1671.66   1290.95
199809   1365.32   1729.95   1470.12   1478.22   1021.10
199810   1404.38   1826.64   1695.75   1690.39   1008.80
199811   1540.13   1952.01   1817.72   1776.61   1088.43
199812   1673.77   2008.51   2006.70   1910.79   1161.59
199901   1774.84   2011.23   2327.67   2018.16   1202.94
199902   1797.60   1993.47   2659.67   2038.79   1228.32
199903   1770.75   1958.44   2425.36   2080.46   1241.38
199904   1798.34   2087.48   2580.90   2151.39   1279.98
199905   1866.31   2316.26   2719.16   2041.32   1376.11
199906   1847.62   2278.99   2693.87   2011.37   1335.41
199907   1849.56   2362.38   2940.36   2113.70   1489.62
199908   1784.15   2389.28   2919.51   2036.94   1404.77
199909   1713.08   2413.74   2997.41   2148.31   1339.31
199910   1661.36   2350.43   3003.02   2006.32   1284.95
199911   1746.63   2440.41   3186.62   2279.53   1442.22
199912   1796.90   2347.91   3563.60   2339.65   1414.96
200001   1858.34   2497.43   4187.45   2225.03   1440.76
200002   1718.64   2400.00   4039.04   2415.77   1384.81
200003   1636.02   2291.26   4607.10   2351.33   1308.76
200004   1827.51   2479.57   4862.53   2311.16   1499.18
200005   1806.02   2517.53   4379.89   2455.21   1455.56
200006   1808.98   2560.14   3914.94   2383.59   1514.97
200007   1657.44   2078.61   3941.77   2602.70   1759.18
200008   1672.34   2077.16   3739.75   2466.69   1866.53
200009   1660.00   2265.41   4148.62   2578.95   2045.69
200010   1710.15   2263.03   3636.67   2705.11   2078.27
200011   1774.72   2299.18   3438.40   2838.47   2067.80
200012   1769.23   2256.84   2720.41   2909.83   1939.36
200101   1883.64   2436.84   2554.50   3032.10   2032.26
200102   1977.53   2361.58   2969.76   2788.82   2038.10
200103   1935.15   2339.25   2331.95   2792.63   1955.56
200104   1882.63   2273.39   2097.47   2591.42   1895.43
200105   1998.41   2498.58   2430.96   2722.96   2024.88
200106   2052.37   2546.68   2399.89   2796.59   2120.16
200107   2029.70   2270.26   2533.73   2845.85   2142.91
200108   2106.19   2261.32   2449.83   2924.35   2098.27
200109   2038.83   2212.63   2177.96   2842.12   1995.46
200110   1896.34   1970.28   1885.21   2834.28   1839.06
200111   1951.37   2051.23   2061.27   2883.07   1849.92
200112   2099.75   2110.88   2353.87   3035.12   2015.73
200201   2188.48   2194.09   2385.11   2953.77   2102.58
200202   2258.84   2186.80   2351.21   2889.96   2063.07
200203   2310.87   2266.76   2122.06   2876.89   2068.50
200204   2393.35   2440.41   2253.34   2919.30   2202.12
200205   2412.59   2397.09   1994.14   2700.37   2130.79
200206   2420.97   2365.91   1978.25   2660.26   2123.96
200207   2292.90   2365.74   1696.03   2326.84   2100.75
200208   2085.53   2134.79   1551.24   2277.02   1985.94
200209   2132.82   2118.97   1561.35   2296.36   2018.56
200210   1958.07   1948.97   1350.68   2183.40   1812.35
200211   2059.03   2021.31   1620.90   2313.30   1935.45
200212   2086.76   2119.36   1890.94   2425.58   2033.83
